# _tick,_time,frames,mean_episode_return_landlord,loss_landlord,mean_episode_return_landlord_up,loss_landlord_up,mean_episode_return_landlord_down,loss_landlord_down
0,1684551723.5688748,0,-0.2738853693008423,2.11575984954834,0,0,0,0
1,1684551723.9408126,3200,-0.2738853693008423,2.11575984954834,0.2839506268501282,2.0986430644989014,0,0
2,1684551724.0942836,6400,-0.2738853693008423,2.11575984954834,0.2839506268501282,2.0986430644989014,0.2839506268501282,2.0598649978637695
3,1684551731.9476976,9600,-0.6706849932670593,2.282219171524048,0.2839506268501282,2.0986430644989014,0.2839506268501282,2.0598649978637695
4,1684551732.1498961,12800,-0.6706849932670593,2.282219171524048,0.2839506268501282,2.0986430644989014,0.6823480129241943,2.1777918338775635
5,1684551732.5782654,16000,-0.6706849932670593,2.282219171524048,0.6922712326049805,2.3054301738739014,0.6823480129241943,2.1777918338775635
6,1684551740.3543205,19200,-0.8712071180343628,1.96592116355896,0.6922712326049805,2.3054301738739014,0.6823480129241943,2.1777918338775635
7,1684551740.659114,22400,-0.8712071180343628,1.96592116355896,0.6922712326049805,2.3054301738739014,0.8780421018600464,1.861567497253418
8,1684551741.152775,25600,-0.8712071180343628,1.96592116355896,0.877757728099823,1.8710334300994873,0.8780421018600464,1.861567497253418
9,1684551748.806077,28800,-0.9712624549865723,1.2637996673583984,0.877757728099823,1.8710334300994873,0.8780421018600464,1.861567497253418
10,1684551749.191665,32000,-0.9712624549865723,1.2637996673583984,0.877757728099823,1.8710334300994873,0.9796215891838074,1.3122247457504272
11,1684551749.7836854,35200,-0.9712624549865723,1.2637996673583984,0.9782724380493164,1.323109745979309,0.9796215891838074,1.3122247457504272
12,1684551757.1255906,38400,-1.0594662427902222,0.7130640149116516,0.9782724380493164,1.323109745979309,0.9796215891838074,1.3122247457504272
13,1684551757.6537898,41600,-1.0594662427902222,0.7130640149116516,0.9782724380493164,1.323109745979309,1.0642168521881104,0.8441933989524841
14,1684551758.6862004,44800,-1.0594662427902222,0.7130640149116516,1.0690377950668335,0.8011382222175598,1.0642168521881104,0.8441933989524841
15,1684551765.176271,48000,-1.123183012008667,1.2556602954864502,1.0690377950668335,0.8011382222175598,1.0642168521881104,0.8441933989524841
16,1684551765.7409163,51200,-1.123183012008667,1.2556602954864502,1.0690377950668335,0.8011382222175598,1.1281107664108276,1.1231324672698975
17,1684551767.1969213,54400,-1.123183012008667,1.2556602954864502,1.1363074779510498,1.4002611637115479,1.1281107664108276,1.1231324672698975
18,1684551773.8641028,57600,-1.1602829694747925,1.1781493425369263,1.1363074779510498,1.4002611637115479,1.1281107664108276,1.1231324672698975
19,1684551774.2828395,60800,-1.1602829694747925,1.1781493425369263,1.1363074779510498,1.4002611637115479,1.1642615795135498,1.0488277673721313
20,1684551775.9178176,64000,-1.1602829694747925,1.1781493425369263,1.160934329032898,0.88160640001297,1.1642615795135498,1.0488277673721313
21,1684551782.0459256,67200,-1.1786247491836548,0.7315243482589722,1.160934329032898,0.88160640001297,1.1642615795135498,1.0488277673721313
22,1684551782.44482,70400,-1.1786247491836548,0.7315243482589722,1.160934329032898,0.88160640001297,1.1811738014221191,0.689633309841156
23,1684551784.3821168,73600,-1.1786247491836548,0.7315243482589722,1.1843860149383545,0.8855859041213989,1.1811738014221191,0.689633309841156
24,1684551790.2360432,76800,-1.1947252750396729,0.54691082239151,1.1843860149383545,0.8855859041213989,1.1811738014221191,0.689633309841156
25,1684551790.8088915,80000,-1.1947252750396729,0.54691082239151,1.1843860149383545,0.8855859041213989,1.1973055601119995,0.5718539953231812
26,1684551793.0795312,83200,-1.1947252750396729,0.54691082239151,1.2047150135040283,0.5785370469093323,1.1973055601119995,0.5718539953231812
27,1684551798.4064336,86400,-1.2196511030197144,0.6174344420433044,1.2047150135040283,0.5785370469093323,1.1973055601119995,0.5718539953231812
28,1684551798.955876,89600,-1.2196511030197144,0.6174344420433044,1.2047150135040283,0.5785370469093323,1.2226163148880005,0.6059110760688782
29,1684551801.6519313,92800,-1.2196511030197144,0.6174344420433044,1.2260761260986328,0.5925808548927307,1.2226163148880005,0.6059110760688782
30,1684551807.2277622,96000,-1.2355072498321533,0.4895891845226288,1.2260761260986328,0.5925808548927307,1.2226163148880005,0.6059110760688782
31,1684551807.5720143,99200,-1.2355072498321533,0.4895891845226288,1.2260761260986328,0.5925808548927307,1.2369550466537476,0.5206997394561768
32,1684551810.6742961,102400,-1.2355072498321533,0.4895891845226288,1.2383108139038086,0.540898323059082,1.2369550466537476,0.5206997394561768
33,1684551815.43742,105600,-1.2512893676757812,0.6567814350128174,1.2383108139038086,0.540898323059082,1.2369550466537476,0.5206997394561768
34,1684551815.7611256,108800,-1.2512893676757812,0.6567814350128174,1.2383108139038086,0.540898323059082,1.2546019554138184,0.6716811060905457
35,1684551819.0556474,112000,-1.2512893676757812,0.6567814350128174,1.2531737089157104,0.7410792112350464,1.2546019554138184,0.6716811060905457
# _tick,_time,frames,mean_episode_return_landlord,loss_landlord,mean_episode_return_landlord_up,loss_landlord_up,mean_episode_return_landlord_down,loss_landlord_down
0,1684551950.0762355,0,-0.4214285612106323,2.5876717567443848,0,0,0,0
1,1684551950.365005,3200,-0.4214285612106323,2.5876717567443848,0,0,0.43971630930900574,2.6772451400756836
2,1684551950.5036674,6400,-0.4214285612106323,2.5876717567443848,0.3888888955116272,2.568974018096924,0.43971630930900574,2.6772451400756836
3,1684551958.2351496,9600,-0.7945852279663086,2.4304115772247314,0.3888888955116272,2.568974018096924,0.43971630930900574,2.6772451400756836
4,1684551958.547419,12800,-0.7945852279663086,2.4304115772247314,0.3888888955116272,2.568974018096924,0.7994760274887085,2.4996376037597656
5,1684551958.8629868,16000,-0.7945852279663086,2.4304115772247314,0.8055555820465088,2.3999552726745605,0.7994760274887085,2.4996376037597656
6,1684551967.228714,19200,-0.9880568385124207,2.141096353530884,0.8055555820465088,2.3999552726745605,0.7994760274887085,2.4996376037597656
7,1684551967.3172941,22400,-0.9880568385124207,2.141096353530884,0.8055555820465088,2.3999552726745605,0.99061119556427,2.402714490890503
